,txt
270,"3 개의 롯데 캐피탈의 시험 결과가 확인되었고 어떻게 전화가 있었습니까? 내가 그것을 보았을 때, 나는 전에 알아 내기 전에 중개인을 통해 대출을 보았지만, 이것은 많은 금융 회사와문의가 축적되어 너무 많이 떨어졌습니다.이제 많은 문의가 있습니다. 필요한 자금이 있다고 말하면 필요한 자금이 있다고 말하면 현재 상황에서 확인하고 약간 연락했습니다.혼자 처리하고 대출 승인을 처리 할 수있는 부분이 아닙니다. 나는 당신에게 빠른 대화를 나눌 것입니다. 중개 회사와 마찬가지로, 그들은 어디에나 전화를 받고 신용 문의 기록을 남길 것입니다.우리는 당신이 당신의 계정으로 대출 예금을받을 수 있도록 모든 것을 처리 할 수 있습니다.롯데 캐피탈에서 총 이자율이 9 % 인 대출. 그 동안 연체 기록을 만들어서는 안됩니다.지금 당신이 지금 당신의 인생 자금으로 외출하는 대출을 들었을 때, 당신은 그것을 잘 이해했을 것입니다. 그러나 이것은 정상적인 방식으로 정상적인 대출이 아닙니다. 다른 문제에서는 그것이 상황이 아니기 때문에 설명 할 수 있습니다.물론 다른 문서를 제출할 수 있습니다. 물론, 당신은 당신이 먼저 부담을 겪을 것이라고 말하지 않을 것입니다. 당신은 컴퓨터 회사에 연금자에게 지불 할 수 있습니다.이 컴퓨터 비용을 생각할 수 있습니다. 당신이 당신이 당신이 당신이 당신이오늘 당신의 지원을 대우합니다. 그것은 외출하지 않기 때문에 비용이 들어올 것입니다. 당신은 그렇게 생각할 수 없습니다. 그것은 이와 같습니다.이것은 관심의 이익이 아니며 저렴한 비용은 아니지만 설명 할 수있는 100 % 제출입니다.나는 100 %입니다.4000은 나중에 나오지 않을 수도 있고, 나중에 정말 흥미롭고, 교장은 나중에 꺼낼 것입니다. 편의를 벗어난 후 하루를 벗어나려고하면 나가서 외출 할 수 있습니다. 딸의 한 달입니다.그러나 그것은 흰색 게 10 만 원은 아니지만 10 만 원이 제거되었으며 이제는 관심이 있습니다."
271,"예,이 전화에 대해 이야기했습니다.나는 고객에 대해 이야기하고 있었다.이제 나는 이상합니다.나는 지금 그것을하고 있지 않다. 나는 당신에게 연락했지만, 나는 당신에게 계정 안내서를 주었다."
275,"안녕하세요, 뵙겠습니다. 어디 계세요?안녕하세요, 우리는 Hana Capital과 약간의 연락을 받았습니다. 오, 높은 이자율을 사용할 때 전환 대출로 연락을 취했습니다. 선샤인 제품을 변경하면 정부 -지원 제품으로 연락 할 수 있습니다.당신은 어디에 있습니까?뵙고 다시 전화 할게요."
276,"그렇습니다. 저는 Hana Capital의 Kim Min -Ki 부국장입니다. 다른 말로, 상환 절차를 진행할 수 있다면, 그렇게한다면 산업 자금 또는 J -one.we로해야합니다.중간 수수료를 지불 할 것입니다. 자금을 지불하고 주말을 보내야하므로 화요일까지 우리에게 보내야합니다.예, 우리는 모기지가 아니고 대안이므로 대안이므로 조금 늦었습니다. 조금 늦었습니다. 귀하의 신원을 도와 드리겠습니다.하지만 휴대폰 이름은 귀하에게 적합합니다. 휴대 전화에 액세스 할 수 있습니다.Mobile Naver와 말씀 드리겠습니다.2 점, 각각, 하나, 1 점, 8118 포인트 및 8.8point 11010 예, 정확히 고객을 입력했는지 알려주시겠습니까?8. 8.111110 귀하가 맞는 경우 아래 주소를 클릭하여 입력 한 웹 페이지로 이동할 수 있습니다. 다운로드하려는 경우 꺼져 있으면 말할 수 있습니다.APK가 있고 오늘 파일 다운로드가 완료된 것을 볼 수 있습니다. 잠시 후에는 열린 후에 알려주십시오.예, 나는 그것을 열었습니다.당신은 4 ~ 6 개의 수면이 있습니다. 당신이 그것을 누르면, 당신은 기계식 기계적 부분 접촉 부품을 입력 할 수 있습니다.고객이 사용하는 경우 7.3%를 기억하십시오. 이제 암석이 완료되었으므로 세 가지 유형의 이름, 연락처 정보 및 필요한 금액을 입력하고 응용 프로그램을 입력하십시오. 응용 프로그램이 완료되었습니다.예, 그렇습니다. 실행하면 전자 서명 칼럼이있을 것입니다. 시간이 지나면 최대 2 년에서 3 년 3 년까지 설정할 수 있습니다. 프로세스를 2 년으로 변경할 수 있습니다.2 년 동안 저희에게 전화를 걸면 전화주십시오. 원칙을 상환하려면 원칙을 상환하려면 측면에서 처리 할 수 있습니다. 예, 그렇다면 공개 문서를 지금 당장 산업 자금으로 보내 드리겠습니다.전화 번호가 게시됩니다. 전화 번호가 될 것입니다. 인천 다이안 지점이 될 것입니다. 계산이라고 생각합니다.그런 다음, 당신은 Gyeyang-Gu, Gyeyang-Gu, Gyongmyeong에 있습니다.032-291-9489 맞습니다. 좋은 시간이 될 것입니다. 그러나 처음에 대출 기금을받을 때 전혀 상환 수수료가 없었습니다. 공개 문서를 보냈고 승인을 받았습니다.나는 즉시 당신에게 전화했습니다."
278,"여보, 그렇게하는 방법은 네 가지가 있지만, 첫 번째는 Kookmin Bank에 새로운 고객 입금이나 오랜 시간이 걸린다는 것입니다. 그래서 시간이 걸리기 때문에 추천하지 않기 때문에 신용 점수를 높일 수 있습니다.짧은 시간 안에.부채 상환을 평가하는 방법입니다. 사용하지 말고 사용하지 않으면 즉시 상환됩니다. 낮 안에 하루를 상환하면 금융 회사간에 약간의 차이가 있지만 신용 등급은 최대 47 명입니다.800 포인트의 경우, 귀하는 신청 한 부정적인 계정 발행에 아무런 문제가 없을 것입니다.임시 상환 및 등급 보충..Kookmin Bank는 어디에 있습니까?Kookmin Bank는 어디에 있습니까? 어떻게 숫자를합니까?사무실 전화 번호를 기다리고 있습니다.당신은 서울을 알 수 없습니다.서울은 옳지 않습니다. 저는이 문제 중 하나가 아닙니다.예, 그게 대표 숫자입니다."
280,"예, 세제에 감사드립니다. 세제가 있습니다.제발 지체를 줘. 나는 그렇게하고 있었다.나는 경찰 보고서였다.당신은 Jeff Phone.yes에 의해 속임수를 썼습니까?나는 그 일을 중단했다. 그는 그가 그것을 다루어야한다고 말했다. 나는 당신에게 돈을 주었다.예, 나는 당신에게 얼마 전에 잘 생각 해달라고 요청했습니다.내 은행 계좌도 아내입니다.저게 뭐에요?나는 아직 나오지 않았고 지금은 피해자입니다. 그곳에서 경찰과 이야기를 나눌 때, 나는 당신에게 나를 기다리라고 말했고 당신은 감옥에 있을지도 모르지만 나는 경찰에 갔을 수도 있습니다.스테이션과 당신은 그렇게했습니다. 그러나 나는 아침에 전화를 연결할 수 있다고 계속 말했지만 그것을 떠났고 계속 연결할 수 없었습니다."
281,"그래 나왔어요.나는 잠시 동안 나옵니다.지금 만날 직원의 이름은 Kim Joo -hyuk입니다. 전화를 변경 해주세요. 저에게 말을 걸고 잠시 기다릴 수 있습니다. 예, 직원에게 50,000 원을 말했습니다.이것은 한 번 그리고 5 분 후에 연락 드리겠습니다.커피 한 잔을 기다려주세요.10 분 후에 연락하겠습니다. 바쁠 것입니다."
282,"어, 고객을 담당하고 있습니다.나는 아직도 말하고 있고 나는 전화를 받고있다.예, 나는 그것에 대해 이야기하고있었습니다.그렇습니다.환불 프로세스가 입력됩니다. 그래서, 한마디로, 나는 일주일 동안들을 수 없지만, 당신이 우리 편의 거부로 처리되면, 이것은 이제 당신의 취소 사건으로갑니다., 그것은 모든 승인 프로세스였습니다. 그것은 아닙니다. 그것은 우리 편의 승인 과정에 관한 것입니다. 당신은 당신이 당신의 계정으로 환불을받을 수 있다고 말했습니다. 그것은 우리 편의 내용이지만, 그것은 우리 편입니다.우리는 지금 우리로부터 지불 증명서를 가지고 있으므로 지불 증명서를 수행합니다. 금융 회사로 다시해야합니다.예, 지금 이것을 지우고 싶습니까?이걸 취소하면 삭제할 수 있습니다. 이제 추가 상환 증명서 요청이 있습니다.그렇습니다. 나는 그렇게 할 수 없습니다. 나는 그가 가고 있다고 생각하지 않지만, 그가 신청서에 가고 있다고 생각하지는 않지만 그는 담당자가 아닙니다.그 부분이 아닙니다."
283,"네, 어떻게 들어가 니?당신은 아직 본사의 심의 전화를받지 못했고 당신은 문서였습니다.귀하의 문서가 게시되었습니다. 귀하가 첨부 한 결과, 상대 저축 은행은이 날 에이 날에 입국하더라도 송금 절차가 완료됩니다. 어떻게 준비 할 수 있습니까?당신이 프리랜서라면 정확히 무엇을 했습니까? 팩스 번호를 보내 드리겠습니다. 텍스트를 보내 드리겠습니다.텍스트를 보내 드리겠습니다.예, 추가 인증서를 보내 드리겠습니다."
285,"예, 220 만 원을 처리하고 가져갈 수 있습니다. 10,000 원을 처리해야합니다. 나중에 취소하겠습니다.취소 할 수 있습니다.취소 할 수 있습니다. 취소하겠습니다.그렇다면 취소를 어떻게 취소 할 수 있습니까?그런 다음 취소 프로세스를 업로드 할 수 있습니다.다음 주 후 일주일이 지나면 다음 주 월요일에 환불 절차에 들어가게됩니다. 저희에게 연락하라고 전화하면 제한 될 것입니다.휴대 전화로 휴대 전화를 확인하십시오. 내 것이 많기 때문에 자신의 휴대 전화를 확인해야합니다.당신은 당신을 만나지 않을 것입니다.당신은 언제 당신의 상대방에있을 것입니다. 당신은 그것을 할 수 있습니다."
286,"예, 당신은 응원하고 있습니까? 당신이 약간의 대화를 보았는지 모르겠지만, 우리는 새 차와 해외에서 중고차를 수출하고 있지만 중고차의 경우에는 많이 사용하지만 중고차가 많이 있습니다.상점과 많은 딜러. 새 차가 없습니다.요즘 우리는 현대 또는 기아에 수출을 보냅니다. 이익은 이익이지만, 우리는 이것의 측면으로 보내고 있기 때문에 계약자가 될 것이고 원래는 현대적인 굶주림입니다.구매 대행사를하십시오.인터넷을 보면 볼 수 있지만 시간이 걸리지 않기 때문에 돈을 지불해야하지만 돈을 지불해야하지만 자동차를 줄 수는 없지만 돈을 줄 수는 없습니다.당신은 그것을 버리면, 우리는 조금 어려울 것입니다.예, 만약 당신이 그렇게한다면, 우리가 홍 통경 고객 앞에서 자동차를 선택하고 수출 수출을 보내 곤했다면, 우리는 여기에서 계약의 이름을 받았습니다. 예, 예, 이것이 실제로 홍콩임을 확인합니다.길 -dong의 돈 .poetes는 모든 카드를 얻습니다. 나는 하루 중간에 그것을 넣을 때 세 번 올 수 없습니다. 구매자가 입금되면 모든 신호를 줄 것입니다.계약을 관리하는 많은 사람들이 서울에 있습니다.그래서 Sillim은 이제 아침에 가장 가까운 기차역 앞에서 기다리고 있습니다. 이제 택배를 얻을 수 있고, 고객과 만나고 카드를 기다릴 수 있습니다. 구매자가 몇 시간에 입금하면, 그는 기다립니다.움직이고, 움직이고, 움직이며, 그는 철수 한 은행에서 그것을하지 않습니다.당신은 어디서하고 있습니까?그래서 당신은 은행을 찾고 있고 은행을 찾고 있습니다. 많은 사람들이있을 때, 당신은 하루에 네 조각을해야합니다. 나는 겹치지 않았고 오늘 Yerongdeungpo 역에서 그것을 옮겨야했습니다.나는 Yeongdeungpo Station에서 일하기 시작했는데, 당신은 다시 할 수밖에 없지만 다시 할 수밖에 없습니다. 그리고 지불의 경우, 당신은 이제 이것을 결정할 수 있습니다.2000 년이 나왔습니다.그렇습니다. 급여는 나가 아닙니다.오늘 수당이 300,000 원이되면 보통 2 천만 원을 철회하고 은행 책없이 은행 책을 촬영하는 것은 약 1950 년 정도입니다.예, 저녁에는 수당을 잡고 5 만 원의 수수료로 사용하고 나머지 연중에 사용합니다. 초등학교 아이들이 있지만 지금은 은행 책에서 해냈습니다. 이것이 바로 그 이유입니다.오랫동안 그렇게한다면 단기적으로 한 번 수행하고 인사 부서를 가져 가야합니다.필요할 때 전화 해주세요. 그렇습니다."
287,"지금 고객 저축 은행을 볼 수 있습니다. 이것은 63,2992 원입니다. 이것은 대출 계약 날짜입니다.매월 설정할 수 있으며 이제 며칠 동안 날짜를 설정할 수 있습니다. 알려 드리겠습니다. 이제 링크 된 계정에 있습니다.연말이기 때문에 수십 분을 지연시킬 것입니다. 그렇게하면 인출을 자동으로 이동해야합니다. 아니요, 계정은 개인 실명 계정을 입력합니다.작년까지 회사 계정을 설정할 수는 있지만 문제를 수신하는 과정에서 대출은 문제의 가혹함입니다.전화 번호 010 당신은 무엇입니까?"
289,"이제 본사에 보내 드리겠습니다.그런 다음 대출을 승인하면 오늘 본사로부터 자금을 받았으며 지불 부서의 관리자가 전화 할 것이라고 말했습니다.대출 계좌를 다시 확인하겠습니다.나는 은행입니다.예, 맞습니다.예, 당신이 옳습니다. 나는 갈 것이지만 나는 고객이지만 지금은 본사에 집중하고 있습니다.당신은 지금까지 그것을했기 때문에, 당신은 3 개월 동안 그것을 상환해야합니다. 만약 당신이 나에게 성능 부분을 주면, 나는 그것을 조금 잘 유지할 것입니다.오늘은 약 4시입니다. 나는 5시 30 분에 6시에 외출 할 것입니다.오늘은 무조건적이어야합니다.나는 4시와 5시에 외출 할 것이다. 예, 예, 예, 예, 예, 예, 오늘이 권리를 구매하는 비용은 월요일에 나올 것입니다. 나는 우리 은행의 비밀이 될 것입니다..이에 대해 물어 볼게요.왜 내가 왜 그런지 알고 있으므로이 부분은 이제 연말입니다. 그것은 조금 클 수 있지만 연말에 갈 것입니다. 나는 그것을 발표 할 것입니다.예, 다시 전화하겠습니다."
290,나는 믿고 진행하기 때문에 문제가 없습니다.당신이 우리를 잘 팔로우하면 아무런 문제가 없습니다. 카드가 있습니다.나는 단지 수표를 빠른 서비스 직원에게 전달하지만 빠른 서비스 직원이되지 않을 것입니다. 책이 될 것입니다. 저보다 더 많은 것이 있습니다.한번.한도를 확인했습니다.나는 1 천만 원의 한도를 확인했다.
292,"안녕하세요, 저는 Nonghyup Yeah.yes의 수장입니다.신용이 어떻게 제기되었는지 들었습니다.나는 그것을 자세히들을 수 없었다. 역사는 없다.세부 사항은 대출 만 사용하는 것입니다 .IT는 한동안 잘 사용 된 거래 기록에 사용되어야하는 부분입니다. 오늘날 금융 회사로부터 자금을 받으면 계정에 예금 기록이 있습니다.이것은 당신이 좋은 시간 동안 계약에 사용 된 대출을 만드는 방법이며, 그것을 제거해야합니다. 이와 같은 부분은 없습니다.따라서 당신이 이렇게 진행할 의향이 있다고 말하면, 당신은 당신이 이것을 좋아할 수 있습니다. 그것은 자금을 조달 할 수있는 장기 카드 대출 대출입니다. 나는 그것이 당신을 사용하는 카드 회사와 같다고 생각합니다.Citibank 또는 Shinhan Bank에 그렇게하면 전화 할 수 있습니다.카드 뒷면을 보면 연락처를 찾을 수 있습니다. 그렇다면 금융 회사를주십시오. 그래서 당신이 상환해야한다고 말할 수없는 이유입니다.필요로하고 개인적인 삶을 신청하는 것처럼 이렇게 받아 들일 수 있습니다. 먼저 저희에게 연락하여 전화를 끊으십시오. 올라갈 필요는 없지만 진행할 필요는 없습니다.카드 Loannon의 한도를 물어보십시오. 이제 바빠서 제한을 확인하자마자 연락 드리겠습니다."
293,"예 안녕하세요, 우리는 저축 은행 저축 은행의 콜센터입니다. 본부는 아니지만 지점은 지점입니다.우리의 잼은 어디에 있습니까? 나는 그것을 받고 있습니다.에이전트가 나에게 이름을 말할 수 있습니까?나는 Lee Hye -Kyung Lee Hye -Kyung입니다."
294,"안녕하세요, 저는 현대 저축 은행 펀드 팀의 책임자입니다. 이것은 팀 리더입니다. 무엇을 알고 있습니까?요청의 이유가 별도로 작성된 이유를 알고 있습니다. 2,300 만 원의 전액 지불을 상환 할 것이라는 정보를 받았습니다.이게 옳은 거니?당신은 맞습니다. 나는이 부분에 동의합니다."
296,"여보, 고객에게 갈 수 있습니다.예, 창을 사용하더라도 창 직원에게 물어 보거나 문의 할 수 있습니다.당신은 그것을하지 말아야합니다.고객은 요즘 금융 부문의 모니터링을 강화하고 있습니다.그것이 파괴 될 수없는 부분이기 때문에, 우리 편과 관련이 있다고 말할 수도 있으므로, 당신은 그렇게 말해서는 안됩니다. 그러나 Hwang Yong -Ho는 Cousin이라는 사람입니다.나는 당신에게 말하지 않았지만, 창고 직원이 당신에게 묻는다면, 당신이 다시 당신에게 물어 보면, 당신은 당신에게 큰 문제가 생길 것입니다.당신이 이것을 말하지 않고 이와 같은 모든 대출을 보내면, 당신이 이것을 말하면, 당신은 나중에 당신에게 처벌을받을 수 있으므로, 당신은 당신에게 사촌에게 비즈니스 펀드를 보낼 수 있습니다.은행을 상환하고 저에게 연락하십시오.예, 시간이 오래 걸릴 것입니다.응"
297,"Honey, 고객 Kim Jin -ah, 당신은 그것에 대해 이야기하고 있습니다. 그렇습니다. 관리자의 관리 계정을 상환하면 팀 리더로 확인됩니다. 지금 방문하는 경우 관리자 관리 계정에 시간을 사용하고 시간이 사용됩니다.30 분 안에 처리해야합니다. Kyobo를 가져 오십시오.어떻게 지내세요? 내가 잘 했어서 기뻤지 만 긴장했습니다."
298,"회의는 조금 늦었고 작업 과정은 조금 늦었습니다.그러나 매번 할 수 있다면, 모든 결제를하면 결제 증명서가 발행됩니다.내가 늦고 친척이라는 것을 알고 있었지만 늦었고 나는 그에 대한 대출을 받았습니다.이제, 당신이 우리에게 우리 편에 대출을 주면, 그것은 고객의 상환을 받아들이지 않을 것입니다. 이것이 당신이 지금 이것을하지 않는 방식입니다.부채 팀의 누군가에게 전화를 걸면, 대출을 받고 싶다면 전화를 걸면 지금 지불 할 수 없다고 말하지 않을 것입니다., 컴퓨터를 이전 해달라고 요청하고 조금 더 빨리하십시오.오늘은 금요일입니다. 그렇습니다. 그래서 나는 그것을하지 않을 수도 있습니다. 중국 설날이기 때문에 많은 지인이나 이런 대출을받습니다.나는 돈의 금액입니다.그 금액은 2774,377 원입니다. 나는 이렇게 나오기로 결정했지만 나는 거기에도 긍정적으로 생각합니다. 당신은 당신을 부를 수 있습니다."
299,"죄송합니다.대출 당시 상대방에게 안내해 드리겠습니다. 그러나 그것은 우리의 컴퓨터가이자 비용을 지불하고 지불한다는 것을 의미하지는 않습니다.. 지금은 어렵다.예, 그가 어려울 때, 우리는 그날의 만기 상환 시스템에 대해 이야기하고 있습니다.대출은 2 백만 원과 3 백만 원입니다.우리는 하나의 금융 부문이고 HANA 카드는이 금융 부문이기 때문에 HANA CARD에 지불 증명서를 요청할 것입니다. 제가 고객에게 8 천만 원으로 조건부 승인을 승인하고 공무원이있을 때 2.45 %의 승인으로 변경했습니다.하나는 36 개월 동안 HANA 카드에 첨부되었습니다. 하나는 카드 이론과 같지 않습니다. 그렇다면 지금 지불 할 것이 없지만 컴퓨터를 임의로 만질 수는 없습니다.고객의 콜센터에 전화를 걸면 2,700 만 원을 갚을 것이라고 가정하면 필요한 공식 문서를 요청하지 않을 것입니다.BMK Capital은 우리 에게이 편지를 줄 것입니다. 예, 파티 만 나올 것입니다. 나는 당신이 그것을 처리 할 수있는 것처럼 각서를 요청할 것입니다."
300,"BMK Capital Bond S -Team Director Choi Yong -Yong.그게 아니고.나는 그것을해야하지만, 나는 그것을하고 있습니다. 그리고 고객의 1 타임 금융 부문에 대출을받지 않은 사람들은 상담사를 통한 새로운 대출 또는 기존 대출 상환 후 상환 능력을 향상 시켰습니다.VE는 대출을 받았습니다.예, 그렇지는 않습니다. 이체 요청은 확인 후 서신을 보낼 수 있는지 확인해야합니다. 우리는 부채 회복 팀과 우리에게 연락했습니다.그래서 나는 담당자에게 할당되었고 계정을 읽었습니다. 당신은 그것을하고 있기 때문에 지금 15 분만 읽을 수 있습니다.은행 은행입니다."
302,"예, 우리는 승인되었습니다.금전적 소비자 계약의 티켓 공증을 도와 드리겠습니다.그래서 당신은 지금 결정할 수 있습니다. 이것이 공증인들의 비용이 얼마나 많이 올 것인지 알려줄 것입니다.또한,이 공증 비용도 나중에 이루어지며,이 비용이 적 으면 팁을 알려 드리겠습니다. 비용은 약 5 분이 걸립니다.4 가지 메이킹 비용을 신청하면 다시 전화하겠습니다.인증서에 대한 송금이 없습니다. 고객은 공증을 발행하기가 가장 쉽습니다.솔직히, 사건의 발급은 가장 쉬운 일입니다. 연대 보증 시스템이 폐지 된 후에는 공증인 증명서를 발행하는 가장 쉬운 방법입니다.다음으로하는 방법은 등급 또는 등급으로 인해 공증인이 발행 한 티켓이라는 것입니다. 승인을 받았지만 등급을 높이는 방법이 있습니다. 한동안 중지하지 마십시오.예금 및 철수, 예금 및 인출도 활성화되어 있습니다. 부품을 모으고 싶다면 약 300 500 돈이며 나가서 이렇게합니다. 순간입니다.따라서 등급을 높이는 방법이 있습니다. 그러나 이제 등급이 상승했습니다. 돈이 없어서 돈이 없다면 등급을 높이는 유일한 방법이 있지만 비용을 구매 한 후에는, 우리는 공증 비용을 지불하고 공증 된 발행을 받았지만 공증 티켓을 받았습니다.그러나 대출을 진행하지 않는 고객이있었습니다. Customers는 2 년 3 년 4 년 동안 대출을 받고 우리에게이자를 지불했습니다."
303,"나는 그것을 잘못했다.나는 지금 전화하지만 당신은 당신을 모른다. 나는 더 많은 시간을 찾아야한다.예, 오늘은 필요하지 않습니다. 예, 예, 예, 이건 이걸 월요일에 최대한 빨리 넣을 것입니다. 예, 오늘 열심히 일했습니다."
304,"이 시험은 지역별로 진행되지만 오늘 우리가 받아 들일 때, 우리는 이제 내일의 내일 시험에서 3시에서 4 시까 지 테스트 될 것입니다.나는 지금 리셉션에 들어가고, 당신은 지금 당신의 계정을 확인하게 될 것입니다. 나는 6 자리를 앞에서 확인하고 싶습니다.아시다시피, 지금 당신에게 Quick Knight를 보내 드리겠습니다. 고객의 카드 및 현금 은행 계좌와 같은 이러한 재무 품목은 배송 품목이 아니므로 이렇게 포장 할 수 없습니다.거기에 박스 포장이 있으므로 카드, 은행 계좌 또는이 일부가 아니므로 해당 패키지로 보내야합니다. 고정 된 크기가 있는지 여부는 중요하지 않습니다. 상자에 넣고 넣습니다.상자 안에 있습니다. 내용을 채우면 더 이상 의심되지 않을 것입니다. 상자 테이프를 제공 한 후 상자 테이프로 상자를 감싸서 지금 다시 물어봐야합니다.지금 빠른 사무실.나는 단지 많은 시간을 얻을 수있을 것입니다.나는 크다.나는 커질 것입니다. 나는 그것을하고 받아 들일 것입니다."
305,"그럼 나는 좌절했다.나는 지금 죽을거야.나는 당신의 이름이 아닙니다.나는 당신의 이름이 아닙니다.그는 그것에 대해 말하는 것이 아닙니다.나는 좌절했다. 만약 당신이 매우 복잡하다면, 그것이 당신이 경찰서에서하는 일입니다.내가 경찰서를보고하고 그렇게해야한다면, 나는 거래 될 것이고 거기에 그것을 얻을 것입니다.아니요, 지금은 확신하지 못합니다. 지금 당장 무엇이 있는지 알지 못합니다.당신이 말하는 것은 모두 거짓입니다.내가 지금 거짓인가. 나는 그것을하지 않았다. 나는 센터 콜센터에서 전화를 걸었다.나는 미쳤다.나는 지금 그것을 모른다.나는 도울 수 없지만 그것을 알고있다.어쨌든, 나는 너무 카운슬러입니다. 나는 그것을 줄 수없고 경찰서를 통해 그것을 돌려 줄 것입니다. 나는 모든 일을하고 있습니다. 우리는 그것을 할 것입니다. 나는 그것을 다룰 것입니다.우리는 음성 피싱에 의해보고되었습니다.우리는 지금 우리의 목소리 피싱을 해왔습니다. 지금 당신이 그렇게한다면, 나는 무죄조차보고 할 것입니다."
306,
307,"당신은 당신이 당신이 진행할 보증 계약을 발행하도록 요구하지 않습니다. 나는 계약을 발행 할 것입니다.고객 20 % 예, 2 천만 원이 필요하지만 2 천만 원은 4 백만 원입니다. 거의 7 백만 원이 될 것입니다.700. 그것은 약 10,000 원입니다. 자본에 연락하여 자본에 연락하여 진행할 수 있습니다.나는 그것을 확인합니다. 정보가 수집되고 때로는 이와 같이 받아 들여지는 경우가 많습니다. 문서가 끝나면 빨리 진행할 수 있습니다."
308,"여보, 나는이 헤이, 나를 도와 주었고, 나는 나를 도와 준 대표자입니다. 나는 당신에게 잠시 시간을 주려고 할 것입니다.그것은 화해입니다. 나는 지금 서두르지는 않지만 서두르지는 않지만 지금 필요하기 때문에 지금 고객의 일부입니다.예, 호기심이 많습니다. 신청서를 신청할 것입니다.그러나 내 고객이 계약 또는 요청과 관련이 있으면이 부분은 완료되어야하지만 고객과 함께 진행하여 평소 2,300 만 원을 진행하고 다른 문제없이 진행할 수 있습니다. 지난 주에 고객이 안내했지만 고객은 잘하지 못했습니다.지금은 이렇게해서 다시 한 번 당신을 도와달라고 전화했습니다. 그게 맞습니다.전화를 받아야하나요?이 스마트 폰으로 가져와야합니까?팩스 나 그와 비슷한 것을 얻을 수 있습니까? 라멘은 오랫동안 기다려야합니다.당신은 전화 번호로 전화 할 수 있습니다. 나는 이것을 먼저했다고 말했지만 갑자기 지금 와서 단어를 바꾸었다. 나는 이것을 말하기가 조금 어렵 기 때문에 이것을하지 않는다.죄송합니다.고객이 미리 잊어 버릴 것입니다. 만약 당신이 그것을했을 때, 나는 그것을 예약했지만, 당신이 그것을 할 수 있다면, 당신은 그것을 모두 할 수 없습니다. 당신이 그것을 설치하고 설치하면, 당신은 당신에게 할 수 있다고 말할 수 있습니다.10 또는 실행 버튼을 누르십시오.당신은 보안 모듈입니다. 나는 전자 계약에 대해 다시 안내하겠다고 말했지만, 당신이 그것에 대해 이야기하지 않는다는 것을 알고 있습니다. 잠시 동안 확인하겠습니다.이것이 제가 전화를 담당하는 것입니다. 그리고 나는 katok을 가져갈 것입니다.이제 다운로드하여 설치할 수 있습니다.설치 버튼이 누르면됩니다.예, IT.YES, 전화를 중지하면 문의 신용 측면에서 공개 문서를 요청하고 고객이 전화를 걸면 공식 문서를 확인하고 완료하여 완료 할 수 있습니다.지불 증명서로 게시해야합니다.예, 지금 요청하겠습니다."
309,"예, 당신은 당신의 선배를 볼 수 있습니다.예, 우리 선생님은 이제 채무자입니다.예, 선생님은 나 자신을 방문 할 필요가 없습니다. 중요하지는 않지만 이제 나가서 다른 것을보아야하지만 기다리면 기다렸다가 선생님에게 배정되면 선생님이돈을 담당자에게 양도해야합니다. 자동 인터넷 뱅킹이나 전화 뱅킹이 있습니까?스마트 폰 뱅킹 교사."
